Node,PFR,PDR,Drop Ratio,Avg E2ED (Delay),Throughput (Bytes/sec),Unique Neighbors,Node Type,Total Nodes
_0_,0.0,0.8584905660377359,0.0,0.05387604250765957,1567.2738290258587,6,Normal Node,10
_1_,0.0,7.5,0.0,0.0059166324999999995,45027.73805151984,8,Normal Node,10
_2_,0.0,9.0,0.0,-0.0031806025555555545,53005.68955609729,10,Normal Node,10
_3_,0.0,7.0,0.0,-0.0040743981428571436,48182.527612705184,8,Normal Node,10
_4_,0.0,5.0,0.0,-0.000947325,40265.48866929149,6,Normal Node,10
_5_,0.0,5.5,0.0,0.005955345545454544,32676.862877076845,6,Normal Node,10
_6_,0.0,7.5,0.0,0.0013985098666666666,45028.53747889207,8,Normal Node,10
_7_,0.17218543046357615,1.3603603603603605,0.0,-0.6524401909230768,3124.9916932706906,10,Normal Node,10
_8_,0.0,7.0,0.0,0.005091881642857142,48183.32474241934,8,Normal Node,10
_9_,0.0,1.6071428571428572,0.0,-1.4625625856964284,2882.9500894707126,7,Normal Node,10
